startYear,startMonth,startDay,startTime,endYear,endMonth,endDay,endTime,displayDate,headline,text,mediaUrl,mediaCredit,mediaCaption,mediaThumbail,type,group,backgroundUrl,backgroundColor
1980,,,,,,,,,Jerusalem law,"After annexing East Jerusalem, Israel decided this year to officially make Jerusalem it's capital, previously being Tel Aviv",https://upload.wikimedia.org/wikipedia/commons/d/d6/הר_הבית_מדרום_מערב.jpg,,Jerusalem,,,,,
1987,,,,1993,,,,,First Intifada and the birth of Hamas,"The First Intifada, spanning from 1987 to 1993, was a Palestinian uprising against Israeli occupation in the West Bank and Gaza Strip. Triggered by an incident involving an Israeli military vehicle that killed four Palestinians, the uprising involved widespread protests, civil disobedience, and violent clashes. The unrest led to significant casualties and drew international attention to the Palestinian cause. It also prompted a shift in Israeli-Palestinian relations, culminating in the 1993 Oslo Accords, which aimed to establish a framework for peace and the eventual creation of a Palestinian state.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Arton8011.jpg,,Barricades during the Intifada,,,,,
1993,,,,,,,,,Oslo accords,"The Oslo Accords, signed in 1993, were a series of agreements between Israel and the Palestine Liberation Organization (PLO) aimed at resolving the Israeli-Palestinian conflict. The accords established mutual recognition between Israel and the PLO and outlined a framework for Palestinian self-governance in parts of the West Bank and Gaza Strip, setting the stage for further negotiations on critical issues like borders, refugees, and Jerusalem. Despite initial optimism, the accords faced numerous challenges and did not lead to a final peace agreement. ",https://upload.wikimedia.org/wikipedia/commons/f/f2/Bill_Clinton%2C_Yitzhak_Rabin%2C_Yasser_Arafat_at_the_White_House_1993-09-13.jpg,,"Israeli Prime Minister Yitzhak Rabin, U.S. president Bill Clinton, and PLO chairman Yasser Arafat.",,,,,
2000,,,,,,,,,Camp David summit failure,"After the Oslo accords the 2000 Camp David Summit was held in July 2000 at Camp David, Maryland, aimed at resolving the Israeli-Palestinian conflict. Hosted by U.S. President Bill Clinton, the summit brought together Israeli Prime Minister Ehud Barak and Palestinian Authority Chairman Yasser Arafat. The negotiations focused on core issues, including borders, the status of Jerusalem, Palestinian refugees, and security arrangements. Despite intense discussions, the summit ended without an agreement, as significant gaps remained on critical issues. The failure of the summit is often cited as a key moment leading to the outbreak of the Second Intifada later that year.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/President_Bill_Clinton_walks_with_Prime_Minister_Ehud_Barak_of_Israel_and_Yasser_Arafat_of_the_Palestinian_Authority.jpg/2560px-President_Bill_Clinton_walks_with_Prime_Minister_Ehud_Barak_of_Israel_and_Yasser_Arafat_of_the_Palestinian_Authority.jpg,,President Clinton walks with Prime Minister Ehud Barak of Israel and Yasser Arafat of the Palestinian Authority on the grounds of Camp David,,,,,
2000,,,,2005,,,,,Second Intifada,"The Second Intifada, also known as the Al-Aqsa Intifada, was a period of intensified Israeli-Palestinian violence that began in late September 2000 and lasted until around 2005. Triggered by Ariel Sharon's visit to the Temple Mount, and the failure of Camp David, the conflict involved frequent clashes, suicide bombings, and military operations, resulting in significant casualties on both sides. In the aftermath, Israel began constructing the West Bank barrier, citing security concerns, while Palestinians viewed it as a land grab. The violence deepened mistrust and animosity, severely impacting the peace process and further entrenching divisions between Israelis and Palestinians.",https://upload.wikimedia.org/wikipedia/commons/6/6f/Autobus_v_Haifě.jpg,,The aftermath of a bus bombing in Haifa in 2003,,,,,
2005,,,,,,,,,Israel pulls out of Gaza,"In 2005, Israel withdrew from the Gaza Strip and dismantled its settlements. Israel also withdrew from the Philadelphi Route, a narrow strip of land adjacent to the border with Egypt, after Egypt agreed to secure its side of the border after the Agreement on Movement and Access, known as the Rafah Agreement. The Gaza Strip was left under the control of the Palestinian Authority",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flickr_-_Israel_Defense_Forces_-_The_Evacuation_of_Bedolach_%2822%29.jpg/1024px-Flickr_-_Israel_Defense_Forces_-_The_Evacuation_of_Bedolach_%2822%29.jpg,,A group of residents refuses to evacuate the Israeli settlement Bedolach,,,,,
2006,,,,2007,,,,,Gaza taken over by Hamas,"In the Palestinian parliamentary elections held on 25 January 2006, Hamas won 74 out of 132 total seats (56%). When Hamas assumed power the next month, Israel, the United States, the EU, Russia and the UN demanded that Hamas accept all previous agreements, recognize Israel's right to exist, and renounce violence. Hamas refused Shortly after, Hamas took control of the Gaza Strip in the course of the Battle of Gaza (June 2007), seizing government institutions and replacing Fatah and other government officials with its own.",https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/SRYIONXMVZUOZPK36LD652STZA.jpg&w=1200,,Palestinian supporters of Hamas gather for a pre-election rally in the West Bank town of Ramallah,,,,,
2008,,,,,,,,,Military offensive on Gaza Strip,"On December 27, 2008, Israel launched a vast air offensive against the Gaza Strip to put an end to constant barrages of rocket fire by hamas (Operation Cast Lead). On January 18, 2009, a ceasefire put an end to the operation. Some 1,400 Palestinians and 13 Israelis were killed.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Flickr_-_Israel_Defense_Forces_-_Weapons_Found_in_a_Mosque_During_Cast_Lead_%282%29.jpg/1024px-Flickr_-_Israel_Defense_Forces_-_Weapons_Found_in_a_Mosque_During_Cast_Lead_%282%29.jpg,,Weapons found in a mosque during Operation Cast Lead,,,,,
2012,,,,,,,,,UN partially recognizes Palestine,"In 2012, the United Nations General Assembly granted Palestine non-member observer state status, a symbolic recognition of Palestinian statehood that highlighted ongoing international support for a two-state solution.",https://upload.wikimedia.org/wikipedia/commons/5/5d/UN_delegates_applaud_after_Palestine_recognition_resolution.PNG,,UN delegates applaud after United Nations General Assembly resolution 67/19 is passed,,,,,
2017,,,,,,,,,US recognizes Jerusalem as capital of Israel,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Embassy_Dedication_Ceremony_%2841431876594%29.jpg,,"Dedication ceremony in Jerusalem, Israel",,,,,
2018,,,,,,,,,The Great March of Return,"In 2018, the Great March of Return takes place. There were a some protest about the Gaza Strip, claiming the right to return of the displaced persons and their descendants of the 1948 war to what is today Israel. The protests ended being deadly, with 223 Palestinians being killed.",https://upload.wikimedia.org/wikipedia/commons/2/26/Gazako_mugako_protesten_irudiak_2018_2.jpg,,Near Gaza's border with Israel in 2018,,,,,
2023,October,7,,,,,,,Hamas launches a deadly attack on Israel,"Hamas chooses the Jewish lholiday of Simchat Torah to launch the deadliest attack on Jews since the Holocaust. First, the group fires a barrage of rockets towards Israeli cities. Then, fighters break  through the border fence and use paragliders and speedboats to attack Israel by land, air and sea. Israeli officials say around 1,200 people are killed and more than 250 people are kidnapped and taken to Gaza. The next day, Israel declares war.","https://media.cnn.com/api/v1/images/stellar/prod/231007080533-26-gaza-israel-1007.jpg?q=w_1110,c_fill/f_webp",Fatima Shbair/AP (CNN),Rockets are fired toward Israel from the Gaza Strip on Saturday.,,,,,
2023,October,9,,,,,,,"Israel oders ""Complete Siege"" of Gaza","The enclave, home to more than 2 million Palestinians, has already been under blockade for 16 years. Israeli Defense Minister Yoav Gallant says ""no electricity, no food, no fuel"" will be allowed to enter.",https://cdn.jns.org/uploads/2023/10/F231008AM100-1320x880.jpg,Photo by Atia Mohammed/Flash90,"Smoke rises after Israeli air strikes near the border east of Rafah city in the southern Gaza Strip, Oct. 8, 2023.",,,,,
2023,October,12,,,,,,,Israel warns people to evacuate northern Gaza,Israel gives the more than 1 million people who live in northern Gaza 24 hours to evacuate southward. Hundreds of thousand heed the warning. Others refuse to leave.,https://assets.vpm.org/dims4/default/4e307b5/2147483647/strip/true/crop/2098x1292+0+140/resize/1760x1084!/format/webp/quality/90/?url=https%3A%2F%2Fmedia.npr.org%2Fassets%2Fimg%2F2023%2F10%2F13%2Fpalestinians1.getty-f50cb19120f02a1f6a4d37f2269b90caf9bbf66f.jpg,Mahmud Hams / AFP Via Getty Images,Palestinians with their belongings flee from their homes following Israeli airstrikes in Gaza City on Friday.,,,,,
2023,October,17,,,,,,,At least 100 people killed in a blast at Al-Ahli Hospital,At least 100 people are killed when an explosion hits Al-Ahli Hospital in Gaza City. hamas blames an Israeli strike. Israel blames a stray rocket launched by Palestinian militants. ,"https://media.cnn.com/api/v1/images/stellar/prod/231019124024-01-al-ahli-baptist-hospital-blast-101823.jpg?c=16x9&q=h_653,w_1160,c_fill/f_webp",Abed Khaled/AP,Al-Ahli Baptist Hospital in Gaza after the explosion,,,,,
2023,October,27,,,,,,,Israel launches ground invasion,The Israeli military expands its ground operations despite warnings from the Biden Administration that a full-scale assault could cause heavy civilian casualties.,"https://media.rnztools.nz/rnz/image/upload/s--xhd-vIpu--/ar_16:10,c_fill,f_auto,g_auto,q_auto,w_1050/v1697225923/4L15TFJ_000_33Y66FW_jpg",Photo: JACK GUEZ / AFP,"Israeli army infantry fighting vehicles (IFVs) deploy along the border with the Gaza Strip in southern Israel. The Israeli military says its troops, backed by tanks, carried out raids inside the Gaza Strip on Friday ",,,,,
2023,October,31,,,,,,,Israeli strikes on Jabalya kill more than 100 people,"Israel strikes on the Jabalya refugee camp in northern Gaza kill more than 110 people and wound hundreds more. Israel's military says it killed a senior Hamas commander and other militants. The U.N. human rights office expresses ""serious concerns that these are disproportionate attacks that could amount to war crimes.""",https://ichef.bbci.co.uk/news/1536/cpsprodpb/14A75/production/_131579548_e9a1daad02dd1555d5a23b0b0652b4dc87e455de.jpg.webp,BBC,Hundreds of people were seen searching the wreckage for the dead and injured,,,,,
2023,November,15,,,,,,,Israeli forces raid Al-Shifa Hospital,"The Israeli Defense Forces raid Al-Shifa Hospital, which houses hundreds of patients and thousands of displaced people. Intense fighting in the area means the hospital has been effectively sealed off that month. Patients including premature babies die when the hospital loses electricity. Israel surrounds and raids other hospitals in the months that follow. In February, the U.N. human rights office accuses Israel of ""a pattern of attacks"" against hospitals. The IDF accuses Hamas of ""cynically using hospitals for terror.""",https://www.aljazeera.com/wp-content/uploads/2023/11/INTERACTIVE_GAZA_al-Shifa_NOV15_2023-copy-1700037675.png?w=770&resize=770%2C770&quality=80,,,,,,,
2023,November,24,,,,,,,Israel-Hamas pause fighting in hostages-for-prisoners deal,"Israel and Hamas agree to pause fighting and exchange some of the hostages for prisoners, and allow more aid into Gaza. Hamas releases more than 100 Israeli hostages. Israel releases 240 Palestinian held as prisoners. Freed hostages begin sharing accounts of  their time in captivity.The pause ends after seven days, each side says the other breached the deal.",https://i.cbc.ca/1.7039007.1700842821!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/israel-palestinians.jpg,,People react in Tel Aviv as they hear the news of the release of 13 Israeli hostages held by Hamas in Gaza.(Ariel Schalit/The Associated Press),,,,,
2023,December,15,,,,,,,Israeli forces mistakenly kill three hostages,The IDF announces that its forces have mistakenly shot dead tthree Israeli hostages in Gaza City. The three men were shirtless and brandishing a makeshift white flag as they approached an IDF position.,https://static.timesofisrael.com/www/uploads/2023/12/hostages3-640x400.jpg,,"(From L-R) Hostages Yotam Haim, Samar Talalka and Alon Lulu Shamriz, who were killed mistakenly by IDF troops in Gaza on December 15, 2023. (Courtesy)",,,,,
2024,January,11,,,,,,,South Africa presents genocide case against Israel before U.N. court,"South Africa argues before the International Court of Justice that Israel has committed genocidal acts in Gaza, a claim Israel and the U.S. deny. A ruling on genocide could take years. ",https://cms.forbesafrica.com/wp-content/uploads/2024/01/GettyImages-1916183242.jpg,(Photo by Selman Aksunger/Anadolu via Getty Images),"Thursday, January 11, marked the start of an unprecedented legal confrontation at the International Court of Justice (ICJ) in The Hague in the Netherlands, as South Africa argued that Israel’s actions in Gaza amount to “genocide”.",,,,,
2024,January,21,,,,,,,21 Israeli soldiers killed while trying to build Gaza buffer,"Two-dozen troops are killed in the bloodiest day for the Israeli military since the start of the war. Twenty-one are killed while trying to demolish two buildings, leading Israel to confirm it is building a buffer zone in Gaza to further separate the enclave from Israel.",https://static.timesofisrael.com/www/uploads/2024/01/twenty-one.jpeg,,"Soldiers killed in the central Gaza Strip on January 22, 2024: Top (L-R): Sgt. Maj. (res.) Mark Kononovich, Sgt. First Class (res.) Israel Socol, Sgt. Maj. (res.) Adam Bismut, Sgt. Maj. (res.) Shay Biton Hayun, Sgt. Maj. (res.) Itamar Tal, Sgt. Maj. (res.) Daniel Kasau Zegeye, Sgt. First Class (res.) Cedrick Garin; middle: Sgt. First Class (res.) Hadar Kapeluk, Sgt. Maj. (res.) Matan Lazar, Cpt. (res.) Ariel Mordechay Wollfstal, Master Sgt. (res.), Elkana Vizel, Cpt. (res.) Nir Binyamin, Sgt. First Class (res.) Sagi Idan, Sgt. First Class (res.) Ahmad Abu Latif; bottom: Sgt. Maj. (res.) Rafael Elias Mosheyoff, Sgt. First Class (res.) Nicholas Berger, Master Sgt. (res.) Yoav Levi, Sgt. First Class (res.) Yuval Lopez, Sgt. First Class (res.) Elkana Yehuda Sfez, Sgt. Maj. (res.) Sergey Gontmaher, Sgt. Maj. (res.) Barak Haim Ben Valid. (Israel Defense Forces, courtesy; combo image: Times of Israel)",,,,,
2024,February,23,,,,,,,Netanyahu outlines hard-line vision for postwar Gaza,"After months of pressure, Netanyahu's office releases his postway plans for Gaza. He says Israel will maintain indefinite military control of Gaza and assume greater control of its southern border, but leaves open the possibility of palestinian Authority officials playing a role.",https://ichef.bbci.co.uk/news/1536/cpsprodpb/1268/production/_132721740_rtr040124acda500c63141c0a579f73cc2bfd394bee631e43.jpg.webp,bbc,"Under Mr Netanyahu's plan, Palestinians with no links to armed groups would run Gaza",,,,,
2024,February,29,,,,,,,"Death toll passes 30,000","Casualties each over 30,000 killed and 70,000 wounded, according to the Gaza Health Ministry. That means around 1 in 20 in Gaza are dead or wounded.",https://ichef.bbci.co.uk/news/1536/cpsprodpb/11540/production/_132767907_gettyimages-2019812645.jpg.webp,bbc,The majority of those killed are thought to be women and children,,,,,
2024,March,,,,,,,,Donors deliver aid by air and sea,"Humanitarian groups warn famine is imminent, and aid routes become deadly flash points. In one incident more that 100 people are killed, when thousands converge on aid convoy and Israeli troops open fire. The U.S. begins dropping food into Gaza by airplane. A humanitarian ship run by chef José Andrés' Washington-based World Central Kitchen and the search-and-rescue group Open Arms make the first delivery to Gaza by sea.",https://ichef.bbci.co.uk/news/1536/cpsprodpb/B50B/production/_132774364_mediaitem132774363.jpg.webp,bbc,The Israeli military released aerial video showing hundreds of Palestinians crowding round aid lorries,,,,,
2024,April,1,,,,,,,Israel strikes kill 7 World Central Kitchen workers,"Israeli airstrikes kill seven World Central Kitchen workers delivering aid in Gaza. The team had clearance from the Israeli military. Following military investigation, Israel says the strikes on the aid convoy violated military procedures and were a ""grave mistake."" World Central Kitchen calls for an independent investigation.",https://img.lemde.fr/2024/04/02/0/0/8640/5760/800/0/75/0/2e391b1_1712067848266-247036.jpg,le monde,"People inspect the site where World Central Kitchen workers were killed in Deir Al-Balah, Gaza Strip, Tuesday, April 2, 2024.  ABDEL KAREEM HANA/AP",,,,,
